SKU,Brand,Raw_Material,Quantity_Used
172,Sunny Scoops,Milk,7.07
173,Velvet Freeze,Stabilizers,8.62
173,Velvet Freeze,Milk,1.66
173,Velvet Freeze,Vanilla Extract,8.56
173,Velvet Freeze,Packaging,6.67
174,Polar Joy,Stabilizers,1.01
174,Polar Joy,Sugar,6.45
174,Polar Joy,Vanilla Extract,2.39
174,Polar Joy,Chocolate,4.02
175,Polar Joy,Chocolate,9.45
175,Polar Joy,Stabilizers,4
175,Polar Joy,Vanilla Extract,0.77
175,Polar Joy,Packaging,0.58
175,Polar Joy,Sugar,0.97
176,Velvet Freeze,Stabilizers,1.09
176,Velvet Freeze,Milk,3.45
176,Velvet Freeze,Sugar,4.38
177,Creamy Bliss,Stabilizers,2.42
177,Creamy Bliss,Fruit,5.02
177,Creamy Bliss,Emulsifiers,8.59
177,Creamy Bliss,Cream,4.97
177,Creamy Bliss,Flavoring,5.55
178,Frosty Delights,Flavoring,7.91
178,Frosty Delights,Packaging,1.34
178,Frosty Delights,Cream,2.38
178,Frosty Delights,Stabilizers,8.18
178,Frosty Delights,Milk,5.41
179,Creamy Bliss,Emulsifiers,5.66
179,Creamy Bliss,Sugar,4.1
179,Creamy Bliss,Flavoring,3.26
180,Polar Joy,Emulsifiers,5.36
180,Polar Joy,Flavoring,7.76
180,Polar Joy,Sugar,0.88
180,Polar Joy,Stabilizers,6.1
180,Polar Joy,Vanilla Extract,1.97
181,Creamy Bliss,Emulsifiers,2.59
181,Creamy Bliss,Vanilla Extract,8.52
181,Creamy Bliss,Chocolate,6
181,Creamy Bliss,Stabilizers,6.3
182,Sunny Scoops,Fruit,7.12
182,Sunny Scoops,Cream,6.39
182,Sunny Scoops,Emulsifiers,0.61
183,Frosty Delights,Stabilizers,5.27
183,Frosty Delights,Fruit,2.54
183,Frosty Delights,Sugar,3.36
183,Frosty Delights,Chocolate,7.02
184,Frosty Delights,Cream,8.17
184,Frosty Delights,Fruit,3.38
184,Frosty Delights,Stabilizers,2.32
184,Frosty Delights,Sugar,6.33
185,Arctic Treats,Emulsifiers,9.28
185,Arctic Treats,Flavoring,8.35
185,Arctic Treats,Chocolate,4.75
185,Arctic Treats,Fruit,5.59
185,Arctic Treats,Stabilizers,4.54
186,Velvet Freeze,Sugar,3.61
186,Velvet Freeze,Packaging,2.13
186,Velvet Freeze,Emulsifiers,8.66
186,Velvet Freeze,Fruit,8.36
187,Creamy Bliss,Packaging,4.79
187,Creamy Bliss,Flavoring,8.06
187,Creamy Bliss,Emulsifiers,8.64
188,Velvet Freeze,Vanilla Extract,1.06
188,Velvet Freeze,Stabilizers,3.18
188,Velvet Freeze,Packaging,6.9
188,Velvet Freeze,Milk,6.51
189,Creamy Bliss,Chocolate,3.01
189,Creamy Bliss,Sugar,4.2
189,Creamy Bliss,Stabilizers,4.46
190,Arctic Treats,Fruit,9.95
190,Arctic Treats,Chocolate,0.51
190,Arctic Treats,Milk,9.82
190,Arctic Treats,Vanilla Extract,9.73
190,Arctic Treats,Stabilizers,5.71
191,Arctic Treats,Chocolate,3.26
191,Arctic Treats,Sugar,3.98
191,Arctic Treats,Milk,8.56
191,Arctic Treats,Cream,7.79
192,Creamy Bliss,Sugar,6.98
192,Creamy Bliss,Chocolate,1.33
192,Creamy Bliss,Emulsifiers,4.55
193,Frosty Delights,Packaging,1.9
193,Frosty Delights,Sugar,9.21
193,Frosty Delights,Fruit,8.74
193,Frosty Delights,Milk,1.7
194,Frosty Delights,Chocolate,9.59
194,Frosty Delights,Milk,5.54
194,Frosty Delights,Flavoring,8.22
194,Frosty Delights,Stabilizers,2.85
195,Velvet Freeze,Packaging,7.93
195,Velvet Freeze,Stabilizers,8.33
195,Velvet Freeze,Vanilla Extract,4.55
195,Velvet Freeze,Cream,7.69
195,Velvet Freeze,Flavoring,2.87
196,Velvet Freeze,Stabilizers,9.28
196,Velvet Freeze,Emulsifiers,2.64
196,Velvet Freeze,Milk,3.49
197,Velvet Freeze,Stabilizers,5.38
197,Velvet Freeze,Sugar,5.84
197,Velvet Freeze,Packaging,3.99
198,Velvet Freeze,Milk,8.96
198,Velvet Freeze,Sugar,4.99
198,Velvet Freeze,Packaging,9.65
199,Frosty Delights,Flavoring,7.27
199,Frosty Delights,Fruit,4.13
199,Frosty Delights,Sugar,8.15
199,Frosty Delights,Chocolate,7.74
200,Arctic Treats,Milk,1.06
200,Arctic Treats,Cream,9.71
200,Arctic Treats,Flavoring,3.24
200,Arctic Treats,Stabilizers,7.03
201,Frosty Delights,Chocolate,6.6
201,Frosty Delights,Sugar,9.06
201,Frosty Delights,Milk,3.43
201,Frosty Delights,Packaging,9.21
201,Frosty Delights,Fruit,5.59
202,Frosty Delights,Vanilla Extract,1.6
202,Frosty Delights,Flavoring,2.38
202,Frosty Delights,Packaging,9.86
202,Frosty Delights,Cream,5.12
202,Frosty Delights,Sugar,7.61
203,Arctic Treats,Sugar,3.93
203,Arctic Treats,Vanilla Extract,2.16
203,Arctic Treats,Milk,4.05
204,Velvet Freeze,Sugar,2.23
204,Velvet Freeze,Packaging,3.97
204,Velvet Freeze,Emulsifiers,3.05
204,Velvet Freeze,Cream,3.05
204,Velvet Freeze,Stabilizers,0.86
205,Creamy Bliss,Packaging,7.12
205,Creamy Bliss,Vanilla Extract,2.57
205,Creamy Bliss,Cream,7.57
205,Creamy Bliss,Fruit,4.79
206,Velvet Freeze,Flavoring,2.25
206,Velvet Freeze,Cream,2.54
206,Velvet Freeze,Vanilla Extract,7.67
207,Velvet Freeze,Flavoring,1.01
207,Velvet Freeze,Chocolate,9.89
207,Velvet Freeze,Sugar,7.99
208,Sunny Scoops,Sugar,4.93
208,Sunny Scoops,Milk,3.46
208,Sunny Scoops,Chocolate,4.61
208,Sunny Scoops,Fruit,1.23
208,Sunny Scoops,Vanilla Extract,6.95
209,Polar Joy,Emulsifiers,0.56
209,Polar Joy,Vanilla Extract,9.9
209,Polar Joy,Chocolate,7.3
209,Polar Joy,Fruit,3.07
209,Polar Joy,Flavoring,4.33
210,Velvet Freeze,Cream,5.36
210,Velvet Freeze,Stabilizers,5.14
210,Velvet Freeze,Fruit,3.54
211,Polar Joy,Sugar,8.17
211,Polar Joy,Emulsifiers,4.89
211,Polar Joy,Fruit,4.65
211,Polar Joy,Milk,9.66
211,Polar Joy,Vanilla Extract,1.95
212,Frosty Delights,Emulsifiers,8.55
212,Frosty Delights,Milk,4.51
212,Frosty Delights,Sugar,4.77
212,Frosty Delights,Vanilla Extract,6.1
213,Arctic Treats,Flavoring,4.86
213,Arctic Treats,Chocolate,8.07
213,Arctic Treats,Milk,6.79
213,Arctic Treats,Fruit,7.5
213,Arctic Treats,Sugar,6.18
214,Polar Joy,Stabilizers,4.53
214,Polar Joy,Emulsifiers,4.65
214,Polar Joy,Fruit,6.41
214,Polar Joy,Vanilla Extract,7.98
215,Arctic Treats,Cream,6.75
215,Arctic Treats,Fruit,9.34
215,Arctic Treats,Flavoring,7.85
215,Arctic Treats,Vanilla Extract,4.94
215,Arctic Treats,Milk,1.33
216,Velvet Freeze,Vanilla Extract,7.43
216,Velvet Freeze,Stabilizers,9.14
216,Velvet Freeze,Packaging,4.48
216,Velvet Freeze,Flavoring,7.02
217,Velvet Freeze,Emulsifiers,8.53
217,Velvet Freeze,Chocolate,3.04
217,Velvet Freeze,Cream,4.81
217,Velvet Freeze,Sugar,9.25
218,Polar Joy,Emulsifiers,4.71
218,Polar Joy,Flavoring,4.62
218,Polar Joy,Milk,1.81
219,Polar Joy,Chocolate,3.92
219,Polar Joy,Emulsifiers,2.85
219,Polar Joy,Packaging,3.64
219,Polar Joy,Milk,2.62
220,Velvet Freeze,Milk,6.4
220,Velvet Freeze,Cream,3.63
220,Velvet Freeze,Sugar,1.89
221,Sunny Scoops,Fruit,9.66
221,Sunny Scoops,Milk,9.75
221,Sunny Scoops,Vanilla Extract,1.08
221,Sunny Scoops,Flavoring,4.03
222,Arctic Treats,Cream,2.72
222,Arctic Treats,Packaging,1.48
222,Arctic Treats,Fruit,6.48
222,Arctic Treats,Flavoring,7.5
223,Frosty Delights,Vanilla Extract,5.65
223,Frosty Delights,Fruit,4.67
223,Frosty Delights,Emulsifiers,1.12
224,Sunny Scoops,Sugar,7.6
224,Sunny Scoops,Cream,2.43
224,Sunny Scoops,Flavoring,1.4
225,Creamy Bliss,Emulsifiers,9.53
225,Creamy Bliss,Chocolate,2.92
225,Creamy Bliss,Stabilizers,8.37
226,Polar Joy,Cream,7.19
226,Polar Joy,Flavoring,5.72
226,Polar Joy,Packaging,8.2
227,Polar Joy,Fruit,4.77
227,Polar Joy,Vanilla Extract,1.32
227,Polar Joy,Cream,1.57
227,Polar Joy,Flavoring,6.22
228,Polar Joy,Milk,7.76
228,Polar Joy,Vanilla Extract,2.42
228,Polar Joy,Stabilizers,2.83
228,Polar Joy,Sugar,3.18
228,Polar Joy,Cream,2.86
229,Velvet Freeze,Stabilizers,2
229,Velvet Freeze,Packaging,5.36
229,Velvet Freeze,Cream,8.05
229,Velvet Freeze,Milk,3.06
229,Velvet Freeze,Sugar,8.31
230,Polar Joy,Packaging,4.34
230,Polar Joy,Cream,1.39
230,Polar Joy,Fruit,3.07
231,Creamy Bliss,Flavoring,2.98
231,Creamy Bliss,Cream,0.82
231,Creamy Bliss,Stabilizers,0.95
232,Frosty Delights,Stabilizers,4.28
232,Frosty Delights,Fruit,2.31
232,Frosty Delights,Milk,2.86
233,Polar Joy,Packaging,2.89
233,Polar Joy,Flavoring,8.19
233,Polar Joy,Emulsifiers,9.94
233,Polar Joy,Cream,1.94
234,Sunny Scoops,Vanilla Extract,8.81
234,Sunny Scoops,Cream,9.53
234,Sunny Scoops,Packaging,0.64
235,Velvet Freeze,Packaging,2.26
235,Velvet Freeze,Cream,9.84
235,Velvet Freeze,Vanilla Extract,7.96
236,Velvet Freeze,Fruit,9.49
236,Velvet Freeze,Emulsifiers,6.34
236,Velvet Freeze,Chocolate,0.96
236,Velvet Freeze,Stabilizers,4.29
237,Polar Joy,Chocolate,6.23
237,Polar Joy,Fruit,1.7
237,Polar Joy,Emulsifiers,9.87
237,Polar Joy,Flavoring,9.59
237,Polar Joy,Cream,4.39
238,Creamy Bliss,Vanilla Extract,4.17
238,Creamy Bliss,Sugar,6.87
238,Creamy Bliss,Flavoring,7.21
238,Creamy Bliss,Fruit,8.36
239,Sunny Scoops,Chocolate,2.51
239,Sunny Scoops,Fruit,7
239,Sunny Scoops,Flavoring,9.85
239,Sunny Scoops,Sugar,9.78
240,Sunny Scoops,Milk,6.22
240,Sunny Scoops,Vanilla Extract,1.52
240,Sunny Scoops,Chocolate,9.56
240,Sunny Scoops,Fruit,5.56
240,Sunny Scoops,Emulsifiers,4.88
241,Creamy Bliss,Cream,5.92
241,Creamy Bliss,Flavoring,7.78
241,Creamy Bliss,Packaging,4.05
241,Creamy Bliss,Vanilla Extract,8.12
242,Creamy Bliss,Fruit,6.29
242,Creamy Bliss,Cream,0.85
242,Creamy Bliss,Stabilizers,4.23
242,Creamy Bliss,Emulsifiers,9.81
243,Frosty Delights,Milk,8.2
243,Frosty Delights,Stabilizers,2.72
243,Frosty Delights,Packaging,1.97
243,Frosty Delights,Flavoring,5.44
244,Polar Joy,Stabilizers,2.83
244,Polar Joy,Fruit,1.44
244,Polar Joy,Chocolate,6.68
245,Polar Joy,Vanilla Extract,4.3
245,Polar Joy,Flavoring,9.98
245,Polar Joy,Chocolate,7.81
246,Creamy Bliss,Emulsifiers,6.52
246,Creamy Bliss,Cream,4.25
246,Creamy Bliss,Vanilla Extract,8.67
246,Creamy Bliss,Stabilizers,2.13
246,Creamy Bliss,Fruit,2.23
247,Velvet Freeze,Sugar,1.3
247,Velvet Freeze,Milk,6.26
247,Velvet Freeze,Chocolate,2.43
247,Velvet Freeze,Vanilla Extract,6.96
248,Frosty Delights,Emulsifiers,2.46
248,Frosty Delights,Fruit,6.72
248,Frosty Delights,Packaging,4.98
248,Frosty Delights,Stabilizers,4.42
249,Arctic Treats,Vanilla Extract,6.62
249,Arctic Treats,Stabilizers,7.99
249,Arctic Treats,Fruit,3.38
249,Arctic Treats,Emulsifiers,0.76
250,Velvet Freeze,Chocolate,9.53
250,Velvet Freeze,Emulsifiers,2.09
250,Velvet Freeze,Milk,1.9
250,Velvet Freeze,Flavoring,6.32
250,Velvet Freeze,Vanilla Extract,2.96
251,Polar Joy,Cream,4.93
251,Polar Joy,Chocolate,3.25
251,Polar Joy,Flavoring,9.91
251,Polar Joy,Stabilizers,6.02
251,Polar Joy,Fruit,9.67
252,Arctic Treats,Vanilla Extract,1.08
252,Arctic Treats,Cream,4.58
252,Arctic Treats,Emulsifiers,9.76
252,Arctic Treats,Packaging,3.65
253,Arctic Treats,Emulsifiers,6.74
253,Arctic Treats,Vanilla Extract,0.86
253,Arctic Treats,Chocolate,3.34
253,Arctic Treats,Packaging,3.75
253,Arctic Treats,Sugar,3.23
254,Polar Joy,Sugar,1.14
254,Polar Joy,Milk,1.18
254,Polar Joy,Fruit,5.76
254,Polar Joy,Emulsifiers,8.51
254,Polar Joy,Packaging,7.18
255,Polar Joy,Emulsifiers,3.93
255,Polar Joy,Vanilla Extract,7.39
255,Polar Joy,Fruit,9.69
255,Polar Joy,Flavoring,7.35
256,Velvet Freeze,Packaging,3.44
256,Velvet Freeze,Milk,5.06
256,Velvet Freeze,Chocolate,8.01
256,Velvet Freeze,Fruit,4.13
257,Arctic Treats,Flavoring,3.83
257,Arctic Treats,Chocolate,1.13
257,Arctic Treats,Fruit,2.33
257,Arctic Treats,Cream,2.7
257,Arctic Treats,Stabilizers,5.49
258,Polar Joy,Vanilla Extract,3.33
258,Polar Joy,Flavoring,5.31
258,Polar Joy,Cream,4.25
259,Arctic Treats,Flavoring,9.31
259,Arctic Treats,Packaging,2.01
259,Arctic Treats,Milk,4.57
260,Velvet Freeze,Packaging,4.65
260,Velvet Freeze,Milk,6.26
260,Velvet Freeze,Chocolate,6.66
260,Velvet Freeze,Stabilizers,6.26
260,Velvet Freeze,Vanilla Extract,7.14
261,Polar Joy,Packaging,8.03
261,Polar Joy,Milk,2.66
261,Polar Joy,Flavoring,7.32
261,Polar Joy,Chocolate,1.97
261,Polar Joy,Sugar,3.37
262,Velvet Freeze,Vanilla Extract,5.95
262,Velvet Freeze,Packaging,3.27
262,Velvet Freeze,Emulsifiers,1.95
262,Velvet Freeze,Fruit,8.02
262,Velvet Freeze,Sugar,6.57
263,Sunny Scoops,Emulsifiers,0.76
263,Sunny Scoops,Chocolate,8.85
263,Sunny Scoops,Fruit,3.8
263,Sunny Scoops,Vanilla Extract,8.38
264,Polar Joy,Flavoring,0.66
264,Polar Joy,Chocolate,8.2
264,Polar Joy,Sugar,1.11
265,Frosty Delights,Fruit,6.29
265,Frosty Delights,Cream,8.26
265,Frosty Delights,Milk,7.72
265,Frosty Delights,Sugar,5.73
265,Frosty Delights,Vanilla Extract,9.54
266,Arctic Treats,Stabilizers,3.88
266,Arctic Treats,Packaging,4.06
266,Arctic Treats,Emulsifiers,7.16
267,Polar Joy,Chocolate,9.05
267,Polar Joy,Vanilla Extract,0.77
267,Polar Joy,Fruit,8.39
267,Polar Joy,Milk,7.01
268,Arctic Treats,Vanilla Extract,8.31
268,Arctic Treats,Packaging,8.93
268,Arctic Treats,Stabilizers,1.7
269,Sunny Scoops,Emulsifiers,5.22
269,Sunny Scoops,Cream,5.14
269,Sunny Scoops,Chocolate,4.19
269,Sunny Scoops,Sugar,7.65
269,Sunny Scoops,Flavoring,7.27
270,Arctic Treats,Flavoring,3.77
270,Arctic Treats,Chocolate,5.08
270,Arctic Treats,Vanilla Extract,3
271,Sunny Scoops,Emulsifiers,2.46
271,Sunny Scoops,Flavoring,4.14
271,Sunny Scoops,Sugar,5.78
271,Sunny Scoops,Cream,9.95
271,Sunny Scoops,Packaging,5.59
272,Velvet Freeze,Milk,0.78
272,Velvet Freeze,Chocolate,5.97
272,Velvet Freeze,Vanilla Extract,4.24
272,Velvet Freeze,Packaging,4.16
272,Velvet Freeze,Emulsifiers,7.07
273,Arctic Treats,Milk,2.51
273,Arctic Treats,Fruit,0.97
273,Arctic Treats,Chocolate,2.39
273,Arctic Treats,Cream,8.76
273,Arctic Treats,Sugar,5.1
274,Velvet Freeze,Vanilla Extract,2.81
274,Velvet Freeze,Chocolate,3.65
274,Velvet Freeze,Emulsifiers,6.89
275,Arctic Treats,Fruit,6.64
275,Arctic Treats,Stabilizers,1.75
275,Arctic Treats,Vanilla Extract,3.44
275,Arctic Treats,Emulsifiers,3.39
276,Velvet Freeze,Packaging,3.17
276,Velvet Freeze,Milk,9.27
276,Velvet Freeze,Stabilizers,7.74
277,Polar Joy,Emulsifiers,8.78
277,Polar Joy,Sugar,7.42
277,Polar Joy,Milk,8.74
277,Polar Joy,Packaging,7.65
277,Polar Joy,Flavoring,2.28
278,Velvet Freeze,Chocolate,5.32
278,Velvet Freeze,Emulsifiers,9.95
278,Velvet Freeze,Stabilizers,3.18
279,Sunny Scoops,Stabilizers,4.54
279,Sunny Scoops,Emulsifiers,6.33
279,Sunny Scoops,Chocolate,2.52
280,Frosty Delights,Emulsifiers,9.07
280,Frosty Delights,Cream,1.8
280,Frosty Delights,Fruit,5.41
281,Velvet Freeze,Cream,2.4
281,Velvet Freeze,Vanilla Extract,2.64
281,Velvet Freeze,Chocolate,4.42
281,Velvet Freeze,Flavoring,8.7
282,Creamy Bliss,Vanilla Extract,6.78
282,Creamy Bliss,Chocolate,7.4
282,Creamy Bliss,Flavoring,4.97
282,Creamy Bliss,Emulsifiers,7.53
283,Velvet Freeze,Packaging,9.77
283,Velvet Freeze,Stabilizers,2.11
283,Velvet Freeze,Chocolate,5.27
284,Creamy Bliss,Packaging,6.15
284,Creamy Bliss,Emulsifiers,2.97
284,Creamy Bliss,Milk,8.44
284,Creamy Bliss,Stabilizers,9.07
285,Creamy Bliss,Sugar,7.42
285,Creamy Bliss,Packaging,6.92
285,Creamy Bliss,Chocolate,5.67
285,Creamy Bliss,Stabilizers,2.81
285,Creamy Bliss,Cream,2.84
286,Sunny Scoops,Chocolate,6.22
286,Sunny Scoops,Packaging,1.45
286,Sunny Scoops,Stabilizers,5.98
286,Sunny Scoops,Cream,8.88
286,Sunny Scoops,Flavoring,0.82
287,Frosty Delights,Stabilizers,8.73
287,Frosty Delights,Flavoring,5.19
287,Frosty Delights,Cream,3.92
288,Creamy Bliss,Vanilla Extract,8.28
288,Creamy Bliss,Chocolate,1.31
288,Creamy Bliss,Sugar,8.47
289,Frosty Delights,Sugar,9.93
289,Frosty Delights,Stabilizers,9.2
289,Frosty Delights,Emulsifiers,4.6
289,Frosty Delights,Flavoring,9.85
289,Frosty Delights,Milk,8.15
290,Polar Joy,Chocolate,4.14
290,Polar Joy,Flavoring,6.13
290,Polar Joy,Cream,8.65
290,Polar Joy,Sugar,1.16
290,Polar Joy,Milk,1.2
291,Polar Joy,Flavoring,9.98
291,Polar Joy,Milk,7.49
291,Polar Joy,Stabilizers,8.93
292,Frosty Delights,Packaging,6.27
292,Frosty Delights,Fruit,1.44
292,Frosty Delights,Flavoring,8.18
292,Frosty Delights,Stabilizers,6.59
292,Frosty Delights,Cream,8.01
293,Frosty Delights,Packaging,8.83
293,Frosty Delights,Vanilla Extract,3.63
293,Frosty Delights,Sugar,9.5
293,Frosty Delights,Emulsifiers,3.59
294,Creamy Bliss,Milk,8.36
294,Creamy Bliss,Vanilla Extract,9.27
294,Creamy Bliss,Sugar,3.06
294,Creamy Bliss,Stabilizers,1.47
295,Velvet Freeze,Fruit,1.34
295,Velvet Freeze,Flavoring,8.62
295,Velvet Freeze,Sugar,7.69
296,Polar Joy,Stabilizers,3.54
296,Polar Joy,Chocolate,8.31
296,Polar Joy,Fruit,1.41
296,Polar Joy,Flavoring,9.43
296,Polar Joy,Sugar,4.47
297,Sunny Scoops,Stabilizers,4.91
297,Sunny Scoops,Milk,2.58
297,Sunny Scoops,Cream,7.78
298,Creamy Bliss,Sugar,6.31
298,Creamy Bliss,Chocolate,4.8
298,Creamy Bliss,Fruit,6.13
298,Creamy Bliss,Stabilizers,4.12
299,Sunny Scoops,Fruit,5.06
299,Sunny Scoops,Emulsifiers,8.47
299,Sunny Scoops,Milk,6.58
299,Sunny Scoops,Chocolate,3.34
299,Sunny Scoops,Cream,7.8
300,Polar Joy,Flavoring,9.52
300,Polar Joy,Fruit,0.92
300,Polar Joy,Chocolate,4.29
300,Polar Joy,Cream,6.13
300,Polar Joy,Vanilla Extract,5.04
301,Sunny Scoops,Emulsifiers,6.02
301,Sunny Scoops,Flavoring,0.81
301,Sunny Scoops,Stabilizers,0.62
301,Sunny Scoops,Fruit,8.84
302,Polar Joy,Stabilizers,3.19
302,Polar Joy,Emulsifiers,5.7
302,Polar Joy,Flavoring,5.18
302,Polar Joy,Chocolate,8.23
302,Polar Joy,Fruit,4.97
303,Polar Joy,Flavoring,8.34
303,Polar Joy,Vanilla Extract,3.12
303,Polar Joy,Fruit,8.87
304,Polar Joy,Emulsifiers,6.67
304,Polar Joy,Packaging,8.14
304,Polar Joy,Stabilizers,5.78
305,Velvet Freeze,Sugar,2.06
305,Velvet Freeze,Fruit,2.25
305,Velvet Freeze,Chocolate,4.61
305,Velvet Freeze,Cream,9.21
306,Polar Joy,Vanilla Extract,9.06
306,Polar Joy,Milk,1.28
306,Polar Joy,Fruit,2.37
307,Velvet Freeze,Stabilizers,3.1
307,Velvet Freeze,Flavoring,2.42
307,Velvet Freeze,Vanilla Extract,4.56
307,Velvet Freeze,Chocolate,5.65
307,Velvet Freeze,Fruit,8.4
308,Sunny Scoops,Cream,6.22
308,Sunny Scoops,Sugar,5.81
308,Sunny Scoops,Flavoring,6.41
308,Sunny Scoops,Vanilla Extract,2.39
308,Sunny Scoops,Packaging,7.53
309,Sunny Scoops,Packaging,2.92
309,Sunny Scoops,Vanilla Extract,2.59
309,Sunny Scoops,Cream,4.22
309,Sunny Scoops,Emulsifiers,4.5
310,Velvet Freeze,Packaging,7.46
310,Velvet Freeze,Cream,2.3
310,Velvet Freeze,Stabilizers,8.58
310,Velvet Freeze,Sugar,3.14
310,Velvet Freeze,Milk,9.79
311,Polar Joy,Emulsifiers,3.86
311,Polar Joy,Flavoring,3.46
311,Polar Joy,Sugar,2.2
311,Polar Joy,Milk,4.18
312,Frosty Delights,Fruit,2.05
312,Frosty Delights,Cream,6.02
312,Frosty Delights,Flavoring,9.96
312,Frosty Delights,Sugar,7.31
313,Polar Joy,Sugar,7.81
313,Polar Joy,Emulsifiers,0.98
313,Polar Joy,Milk,4.17
314,Arctic Treats,Sugar,0.56
314,Arctic Treats,Cream,1.67
314,Arctic Treats,Stabilizers,3.75
314,Arctic Treats,Fruit,1.4
315,Polar Joy,Stabilizers,5.08
315,Polar Joy,Emulsifiers,4.04
315,Polar Joy,Vanilla Extract,2.42
316,Sunny Scoops,Vanilla Extract,1.36
316,Sunny Scoops,Milk,2.68
316,Sunny Scoops,Sugar,9.07
316,Sunny Scoops,Flavoring,3.17
317,Creamy Bliss,Sugar,4.75
317,Creamy Bliss,Chocolate,1.82
317,Creamy Bliss,Fruit,2.14
318,Frosty Delights,Milk,1.8
318,Frosty Delights,Sugar,6.34
318,Frosty Delights,Cream,9.3
318,Frosty Delights,Fruit,3.46
318,Frosty Delights,Emulsifiers,9.5
319,Velvet Freeze,Emulsifiers,5.17
319,Velvet Freeze,Packaging,3.94
319,Velvet Freeze,Milk,4.85
319,Velvet Freeze,Vanilla Extract,4.48
319,Velvet Freeze,Stabilizers,1.09
320,Polar Joy,Chocolate,3.96
320,Polar Joy,Packaging,9.81
320,Polar Joy,Emulsifiers,9.23
321,Creamy Bliss,Cream,2.41
321,Creamy Bliss,Chocolate,9.88
321,Creamy Bliss,Fruit,6.14
321,Creamy Bliss,Stabilizers,9.93
322,Sunny Scoops,Stabilizers,6.06
322,Sunny Scoops,Chocolate,8.97
322,Sunny Scoops,Packaging,6.09
322,Sunny Scoops,Sugar,3.31
322,Sunny Scoops,Milk,5.11
323,Polar Joy,Chocolate,2.23
323,Polar Joy,Fruit,1
323,Polar Joy,Emulsifiers,8.29
323,Polar Joy,Flavoring,6.81
324,Velvet Freeze,Fruit,6.3
324,Velvet Freeze,Chocolate,0.75
324,Velvet Freeze,Stabilizers,9.03
324,Velvet Freeze,Vanilla Extract,5.52
325,Creamy Bliss,Fruit,3.95
325,Creamy Bliss,Chocolate,5.38
325,Creamy Bliss,Packaging,9.08
325,Creamy Bliss,Milk,6.25
326,Frosty Delights,Fruit,6.76
326,Frosty Delights,Flavoring,5.38
326,Frosty Delights,Emulsifiers,1.63
327,Creamy Bliss,Stabilizers,5.1
327,Creamy Bliss,Vanilla Extract,7.4
327,Creamy Bliss,Chocolate,4.29
327,Creamy Bliss,Packaging,4.6
327,Creamy Bliss,Milk,5.96
328,Polar Joy,Packaging,7.12
328,Polar Joy,Cream,1.12
328,Polar Joy,Fruit,0.52
328,Polar Joy,Chocolate,5.64
328,Polar Joy,Emulsifiers,6.39
329,Velvet Freeze,Emulsifiers,7.44
329,Velvet Freeze,Stabilizers,7.89
329,Velvet Freeze,Sugar,8.88
329,Velvet Freeze,Milk,3.52
330,Creamy Bliss,Chocolate,4.22
330,Creamy Bliss,Fruit,6.01
330,Creamy Bliss,Emulsifiers,8.28
330,Creamy Bliss,Packaging,6.54
330,Creamy Bliss,Vanilla Extract,4.04
331,Creamy Bliss,Packaging,6.15
331,Creamy Bliss,Sugar,3.89
331,Creamy Bliss,Emulsifiers,8.19
331,Creamy Bliss,Milk,4.27
332,Sunny Scoops,Packaging,5.53
332,Sunny Scoops,Sugar,5.85
332,Sunny Scoops,Milk,0.79
332,Sunny Scoops,Fruit,4.87
332,Sunny Scoops,Flavoring,6.18
333,Frosty Delights,Cream,6.84
333,Frosty Delights,Emulsifiers,5.53
333,Frosty Delights,Packaging,2.41
333,Frosty Delights,Flavoring,1.32
333,Frosty Delights,Chocolate,9.69
334,Frosty Delights,Emulsifiers,6.71
334,Frosty Delights,Stabilizers,1.37
334,Frosty Delights,Sugar,2.25
335,Arctic Treats,Vanilla Extract,9.58
335,Arctic Treats,Emulsifiers,9.91
335,Arctic Treats,Packaging,4.44
335,Arctic Treats,Cream,1.93
335,Arctic Treats,Stabilizers,3.03
336,Polar Joy,Cream,8.97
336,Polar Joy,Emulsifiers,4.08
336,Polar Joy,Packaging,9.42
336,Polar Joy,Stabilizers,2.11
337,Sunny Scoops,Cream,6.33
337,Sunny Scoops,Stabilizers,1.2
337,Sunny Scoops,Fruit,3.64
337,Sunny Scoops,Packaging,1.43
338,Creamy Bliss,Milk,8.08
338,Creamy Bliss,Sugar,1.7
338,Creamy Bliss,Packaging,0.71
338,Creamy Bliss,Fruit,9.37
338,Creamy Bliss,Emulsifiers,8.79
339,Polar Joy,Stabilizers,1.76
339,Polar Joy,Vanilla Extract,3.58
339,Polar Joy,Chocolate,2.91
339,Polar Joy,Emulsifiers,1.11
339,Polar Joy,Sugar,7.01
340,Frosty Delights,Milk,6.75
340,Frosty Delights,Stabilizers,4.56
340,Frosty Delights,Cream,7.89
340,Frosty Delights,Emulsifiers,0.88
341,Sunny Scoops,Vanilla Extract,1.98
341,Sunny Scoops,Milk,2.62
341,Sunny Scoops,Emulsifiers,8.31
341,Sunny Scoops,Fruit,4.68
342,Arctic Treats,Emulsifiers,4.09
342,Arctic Treats,Vanilla Extract,0.97
342,Arctic Treats,Flavoring,8.06
343,Frosty Delights,Cream,7.38
343,Frosty Delights,Chocolate,8.64
343,Frosty Delights,Packaging,1.51
344,Arctic Treats,Chocolate,4.56
344,Arctic Treats,Stabilizers,1.85
344,Arctic Treats,Emulsifiers,4.69
344,Arctic Treats,Flavoring,2.23
